Number,Translator,Chinese Sentences,Gloss,Note
gen-00406,A,中午爸爸写了计划。,中午/爸爸/计划/写/。,
gen-00407,A,医生比他们更认真。,医生/他们/认真/更/。,
gen-00408,A,晚上你在食堂找了办法，很快。,晚上/你/食堂/办法/找/很快/。,
gen-00409,A,他准备了比赛。,他/比赛/准备/。,
gen-00410,A,老板在食堂讨论了办法。,食堂/老板/办法/讨论/。,
gen-00411,A,我们找了办法。,我们/办法/找/。,
gen-00412,A,我们喝了咖啡。,我们/咖啡/喝/。,
gen-00413,A,中午孩子在北京吃了橘子，已经。,中午/孩子/北京/橘子/吃/已经/。,
gen-00414,A,同事今天很漂亮。,同事/今天/漂亮/。,
gen-00415,A,他今天很认真。,他/今天/认真/。,
gen-00416,A,同事学没学英语？,同事/英语/学/问/。,
gen-00417,A,学生买了两个苹果。,学生/两/个/苹果/买/。,
gen-00418,A,老板今天很便宜。,老板/今天/便宜/。,
gen-00419,A,她写没写消息？,她/消息/写/问/。,
gen-00420,A,老师今天很简单。,老师/今天/简单/。,
gen-00421,A,老师今天很难过。,老师/今天/难过/。,
gen-00422,A,他晚上听了消息。,他/消息/听/晚上/。,
gen-00423,A,周末朋友准备了午饭。,周末/朋友/午饭/准备/。,
gen-00424,A,上周客人写了消息。,上周/客人/消息/写/。,
gen-00425,A,他们刚才做了计划。,他们/计划/做/刚才/。,
gen-00426,A,刚才我们看了地图。,刚才/我们/地图/看/。,
gen-00427,A,同事带了药。,同事/药/带/。,
gen-00428,A,晚上客人在商店找了手机，很认真。,晚上/客人/商店/手机/找/很认真/。,
gen-00429,A,孩子准备了四张照片。,孩子/四/张/照片/准备/。,
gen-00430,A,他在北京买了衣服。,北京/他/衣服/买/。,
gen-00431,A,晚上护士准备了文件。,晚上/护士/文件/准备/。,
gen-00432,A,明天客人在广州找了电脑，很高兴。,明天/客人/广州/电脑/找/很高兴/。,
gen-00433,A,你在门口喝了水。,门口/你/水/喝/。,
gen-00434,A,爸爸中午买了书。,爸爸/书/买/中午/。,
gen-00435,A,同事没出发。,同事/出发/没/。,
gen-00436,A,早上老师准备了文件。,早上/老师/文件/准备/。,
gen-00437,A,我们带了五盒药。,我们/五/盒/药/带/。,
gen-00438,A,上周他们找了问题。,上周/他们/问题/找/。,
gen-00439,A,他们去年准备了文件。,他们/文件/准备/去年/。,
gen-00440,A,去年你在家喝了咖啡，已经。,去年/你/家/咖啡/喝/已经/。,
gen-00441,A,妈妈比老师更安静。,妈妈/老师/安静/更/。,
gen-00442,A,我在上海听了故事。,上海/我/故事/听/。,
gen-00443,A,司机看了四个办法。,司机/四/个/办法/看/。,
gen-00444,A,护士买了一份文件。,护士/一/份/文件/买/。,
gen-00445,A,护士晚上学了英语。,护士/英语/学/晚上/。,
gen-00446,A,朋友没有上课。,朋友/上课/没有/。,
gen-00447,A,中午孩子在商店做了计划，一起。,中午/孩子/商店/计划/做/一起/。,
gen-00448,A,中午学生听了音乐。,中午/学生/音乐/听/。,
gen-00449,A,护士看了一份报纸。,护士/一/份/报纸/看/。,
gen-00450,A,爸爸学了舞蹈。,爸爸/舞蹈/学/。,
gen-00451,A,他们在公园做了计划。,公园/他们/计划/做/。,
gen-00452,A,刚才他们在市场带了照片，很久。,刚才/他们/市场/照片/带/很久/。,
gen-00453,A,司机买了四个橘子。,司机/四/个/橘子/买/。,
gen-00454,A,护士看没看报纸？,护士/报纸/看/问/。,
gen-00455,A,同事比你更高。,同事/你/高/更/。,
gen-00456,A,司机准备了五杯咖啡。,司机/五/杯/咖啡/准备/。,
gen-00457,A,同事准备了一瓶水。,同事/一/瓶/水/准备/。,
gen-00458,A,大家在学校带了手机。,学校/大家/手机/带/。,
gen-00459,A,上周爸爸在公司学了舞蹈，很久。,上周/爸爸/公司/舞蹈/学/很久/。,
gen-00460,A,明天她学了英语。,明天/她/英语/学/。,
gen-00461,A,上周同事在商店看了新闻，一起。,上周/同事/商店/新闻/看/一起/。,
gen-00462,A,你在门口吃了苹果。,门口/你/苹果/吃/。,
gen-00463,A,朋友明天听了新闻。,朋友/新闻/听/明天/。,
gen-00464,A,老板比我们更忙。,老板/我们/忙/更/。,
gen-00465,A,朋友比他们更认真。,朋友/他们/认真/更/。,
gen-00466,A,爸爸比大家更忙。,爸爸/大家/忙/更/。,
gen-00467,A,老板带没带照片？,老板/照片/带/问/。,
gen-00468,A,爸爸比司机更高。,爸爸/司机/高/更/。,
gen-00469,A,中午她在饭店找了文件，已经。,中午/她/饭店/文件/找/已经/。,
gen-00470,A,邻居听了故事。,邻居/故事/听/。,
gen-00471,A,大家比学生更高。,大家/学生/高/更/。,
gen-00472,A,司机比他们更安静。,司机/他们/安静/更/。,
gen-00473,A,大家讨论了问题。,大家/问题/讨论/。,
gen-00474,A,我没学中文。,我/中文/学/没/。,
gen-00475,A,医生没开会。,医生/开会/没/。,
gen-00476,A,我们带了手机。,我们/手机/带/。,
gen-00477,A,朋友准备没准备礼物？,朋友/礼物/准备/问/。,
gen-00478,A,孩子做没做晚饭？,孩子/晚饭/做/问/。,
gen-00479,A,客人今天很困难。,客人/今天/困难/。,
gen-00480,A,同事准备没准备计划？,同事/计划/准备/问/。,
gen-00481,A,邻居准备了两部电影。,邻居/两/部/电影/准备/。,
gen-00482,A,客人带了三部电视剧。,客人/三/部/电视剧/带/。,
gen-00483,A,老师准备了四瓶牛奶。,老师/四/瓶/牛奶/准备/。,
gen-00484,A,上周妈妈在教室喝了水，已经。,上周/妈妈/教室/水/喝/已经/。,
gen-00485,A,孩子学没学英语？,孩子/英语/学/问/。,
gen-00486,A,爸爸昨天吃了早饭。,爸爸/早饭/吃/昨天/。,
gen-00487,A,晚上妈妈在市场看了报纸，一起。,晚上/妈妈/市场/报纸/看/一起/。,
gen-00488,A,客人带了一份报纸。,客人/一/份/报纸/带/。,
gen-00489,A,大家比学生更快。,大家/学生/快/更/。,
gen-00490,A,老板看了报纸。,老板/报纸/看/。,
gen-00491,A,她学了英语。,她/英语/学/。,
gen-00492,A,她今天很认真。,她/今天/认真/。,
gen-00493,A,客人买了鞋。,客人/鞋/买/。,
gen-00494,A,司机今天很热闹。,司机/今天/热闹/。,
gen-00495,A,朋友带了一个蛋糕。,朋友/一/个/蛋糕/带/。,
gen-00496,A,周末大家看了消息。,周末/大家/消息/看/。,
gen-00497,A,他们学了中文。,他们/中文/学/。,
gen-00498,A,孩子听了消息。,孩子/消息/听/。,
gen-00499,A,你买了五杯咖啡。,你/五/杯/咖啡/买/。,
gen-00500,A,她比朋友更忙。,她/朋友/忙/更/。,
gen-00501,A,客人今天很清楚。,客人/今天/清楚/。,
gen-00502,A,我们今天很清楚。,我们/今天/清楚/。,
gen-00503,A,妈妈今天很热闹。,妈妈/今天/热闹/。,
gen-00504,A,中午他们讨论了故事。,中午/他们/故事/讨论/。,
gen-00505,A,他们买了三条消息。,他们/三/条/消息/买/。,
gen-00506,A,大家看了五本杂志。,大家/五/本/杂志/看/。,
gen-00507,A,老板在饭店做了作业。,饭店/老板/作业/做/。,
gen-00508,A,她在深圳买了书。,深圳/她/书/买/。,
gen-00509,A,朋友今天很方便。,朋友/今天/方便/。,
gen-00510,A,妈妈学了中文。,妈妈/中文/学/。,
gen-00511,A,妈妈今天很困难。,妈妈/今天/困难/。,
gen-00512,A,大家买了三份作业。,大家/三/份/作业/买/。,
gen-00513,A,你没排队。,你/排队/没/。,
gen-00514,A,孩子早上准备了文件。,孩子/文件/准备/早上/。,
gen-00515,A,周末爸爸做了计划。,周末/爸爸/计划/做/。,
gen-00516,A,学生不排队。,学生/排队/不/。,
gen-00517,A,邻居今天很漂亮。,邻居/今天/漂亮/。,
gen-00518,A,司机在路上带了文件。,路上/司机/文件/带/。,
gen-00519,A,学生不开会。,学生/开会/不/。,
gen-00520,A,护士带没带文件？,护士/文件/带/问/。,
gen-00521,A,昨天大家在图书馆吃了药，一起。,昨天/大家/图书馆/药/吃/一起/。,
gen-00522,A,大家没去门口。,大家/门口/去/没/。,
gen-00523,A,司机比他更安静。,司机/他/安静/更/。,
gen-00524,A,你今天很舒服。,你/今天/舒服/。,
gen-00525,A,老板去年学了英语。,老板/英语/学/去年/。,
gen-00526,A,客人听了故事。,客人/故事/听/。,
gen-00527,A,孩子写了作业。,孩子/作业/写/。,
gen-00528,A,大家没有学英语。,大家/英语/学/没有/。,
gen-00529,A,上周你喝了牛奶。,上周/你/牛奶/喝/。,
gen-00530,A,爸爸学了中文。,爸爸/中文/学/。,
gen-00531,A,医生晚上做了午饭。,医生/午饭/做/晚上/。,
gen-00532,A,他在宿舍准备了比赛。,宿舍/他/比赛/准备/。,
gen-00533,A,我们准备没准备计划？,我们/计划/准备/问/。,
gen-00534,A,昨天他们在路上学了舞蹈，很高兴。,昨天/他们/路上/舞蹈/学/很高兴/。,
gen-00535,A,我没上班。,我/上班/没/。,
gen-00536,A,医生带没带照片？,医生/照片/带/问/。,
gen-00537,A,学生不买杂志。,学生/杂志/买/不/。,
gen-00538,A,今天医生找了手机。,今天/医生/手机/找/。,
gen-00539,A,老师没找手机。,老师/手机/找/没/。,
gen-00540,A,你比学生更高。,你/学生/高/更/。,
gen-00541,A,学生在银行带了手机。,银行/学生/手机/带/。,
gen-00542,A,我们带了电脑。,我们/电脑/带/。,
gen-00543,A,大家不找文件。,大家/文件/找/不/。,
gen-00544,A,我们看了三双鞋。,我们/三/双/鞋/看/。,
gen-00545,A,你看了四个蛋糕。,你/四/个/蛋糕/看/。,
gen-00546,A,司机吃没吃午饭？,司机/午饭/吃/问/。,
gen-00547,A,朋友在门口讨论了故事。,门口/朋友/故事/讨论/。,
gen-00548,A,爸爸在商店学了中文。,商店/爸爸/中文/学/。,
gen-00549,A,司机看没看报纸？,司机/报纸/看/问/。,
gen-00550,A,我们准备了一张火车票。,我们/一/张/火车票/准备/。,
gen-00551,A,医生学没学舞蹈？,医生/舞蹈/学/问/。,
gen-00552,A,老师带了一个蛋糕。,老师/一/个/蛋糕/带/。,
gen-00553,A,同事今天很开心。,同事/今天/开心/。,
gen-00554,A,老师吃没吃早饭？,老师/早饭/吃/问/。,
gen-00555,A,邻居在深圳找了手机。,深圳/邻居/手机/找/。,
gen-00556,A,刚才大家讨论了消息。,刚才/大家/消息/讨论/。,
gen-00557,A,司机不做早饭。,司机/早饭/做/不/。,
gen-00558,A,老师没有去市场。,老师/市场/去/没有/。,
gen-00559,A,邻居不休息。,邻居/休息/不/。,
gen-00560,A,朋友写没写计划？,朋友/计划/写/问/。,
gen-00561,A,客人今天很漂亮。,客人/今天/漂亮/。,
gen-00562,A,妈妈带了四张照片。,妈妈/四/张/照片/带/。,
gen-00563,A,她今天很安全。,她/今天/安全/。,
gen-00564,A,刚才同事在办公室学了中文，一起。,刚才/同事/办公室/中文/学/一起/。,
gen-00565,A,我们没有带药。,我们/药/带/没有/。,
gen-00566,A,我们在教室看了照片。,教室/我们/照片/看/。,
gen-00567,A,孩子没去路上。,孩子/路上/去/没/。,
gen-00568,A,早上司机在广州讨论了故事，很久。,早上/司机/广州/故事/讨论/很久/。,
gen-00569,A,同事上周买了书。,同事/书/买/上周/。,
gen-00570,A,他们今天很麻烦。,他们/今天/麻烦/。,
gen-00571,A,老板吃了香蕉。,老板/香蕉/吃/。,
gen-00572,A,我学了中文。,我/中文/学/。,
gen-00573,A,他不去门口。,他/门口/去/不/。,
gen-00574,A,同事今天很紧张。,同事/今天/紧张/。,
gen-00575,A,邻居比司机更认真。,邻居/司机/认真/更/。,
gen-00576,A,我带了药。,我/药/带/。,
gen-00577,A,我在家带了文件。,家/我/文件/带/。,
gen-00578,A,客人带了五个苹果。,客人/五/个/苹果/带/。,
gen-00579,A,她在超市喝了水。,超市/她/水/喝/。,
gen-00580,A,学生上周看了新闻。,学生/新闻/看/上周/。,
gen-00581,A,同事带了四个办法。,同事/四/个/办法/带/。,
gen-00582,A,中午孩子听了消息。,中午/孩子/消息/听/。,
gen-00583,A,爸爸不迟到。,爸爸/迟到/不/。,
gen-00584,A,他学了英语。,他/英语/学/。,
gen-00585,A,司机在路上吃了苹果。,路上/司机/苹果/吃/。,
gen-00586,A,他周末听了新闻。,他/新闻/听/周末/。,
gen-00587,A,去年她在门口吃了晚饭，很高兴。,去年/她/门口/晚饭/吃/很高兴/。,
gen-00588,A,司机比妈妈更高。,司机/妈妈/高/更/。,
gen-00589,A,周末妈妈带了药。,周末/妈妈/药/带/。,
gen-00590,A,他们做了作业。,他们/作业/做/。,
gen-00591,A,大家不讨论故事。,大家/故事/讨论/不/。,
gen-00592,A,他们看了四场比赛。,他们/四/场/比赛/看/。,
gen-00593,A,朋友学没学舞蹈？,朋友/舞蹈/学/问/。,
gen-00594,A,他中午带了文件。,他/文件/带/中午/。,
gen-00595,A,中午邻居找了问题。,中午/邻居/问题/找/。,
gen-00596,A,我在办公室准备了午饭。,办公室/我/午饭/准备/。,
gen-00597,A,司机今天很方便。,司机/今天/方便/。,
gen-00598,A,上周孩子在饭店买了药，一起。,上周/孩子/饭店/药/买/一起/。,
gen-00599,A,邻居在公司写了文件。,公司/邻居/文件/写/。,
gen-00600,A,昨天妈妈买了鞋。,昨天/妈妈/鞋/买/。,
gen-00601,A,孩子昨天做了早饭。,孩子/早饭/做/昨天/。,
gen-00602,A,今天爸爸听了故事。,今天/爸爸/故事/听/。,
gen-00603,A,她看了两个橘子。,她/两/个/橘子/看/。,
gen-00604,A,客人在银行带了药。,银行/客人/药/带/。,
gen-00605,A,我在图书馆喝了牛奶。,图书馆/我/牛奶/喝/。,
gen-00606,A,他找没找问题？,他/问题/找/问/。,
gen-00607,A,下午我在教室学了英语，很认真。,下午/我/教室/英语/学/很认真/。,
gen-00608,A,学生找没找问题？,学生/问题/找/问/。,
gen-00609,A,孩子早上买了书。,孩子/书/买/早上/。,
gen-00610,A,妈妈准备了一份报纸。,妈妈/一/份/报纸/准备/。,
gen-00611,A,医生早上写了计划。,医生/计划/写/早上/。,
gen-00612,A,他今天很漂亮。,他/今天/漂亮/。,
gen-00613,A,学生准备了五盒药。,学生/五/盒/药/准备/。,
gen-00614,A,护士没写作业。,护士/作业/写/没/。,
gen-00615,A,去年孩子在办公室听了故事，很久。,去年/孩子/办公室/故事/听/很久/。,
gen-00616,A,我们比爸爸更忙。,我们/爸爸/忙/更/。,
gen-00617,A,老师比司机更忙。,老师/司机/忙/更/。,
gen-00618,A,孩子周末做了早饭。,孩子/早饭/做/周末/。,
gen-00619,A,大家今天很方便。,大家/今天/方便/。,
gen-00620,A,下午妈妈在宿舍做了作业，一起。,下午/妈妈/宿舍/作业/做/一起/。,
gen-00621,A,大家没有去路上。,大家/路上/去/没有/。,
gen-00622,A,护士讨论了办法。,护士/办法/讨论/。,
gen-00623,A,爸爸今天很开心。,爸爸/今天/开心/。,
gen-00624,A,司机在深圳买了药。,深圳/司机/药/买/。,
gen-00625,A,学生带了两个面包。,学生/两/个/面包/带/。,
gen-00626,A,他在宿舍听了新闻。,宿舍/他/新闻/听/。,
gen-00627,A,孩子比客人更安静。,孩子/客人/安静/更/。,
gen-00628,A,你在路上做了蛋糕。,路上/你/蛋糕/做/。,
gen-00629,A,邻居准备没准备晚饭？,邻居/晚饭/准备/问/。,
gen-00630,A,刚才同事买了药。,刚才/同事/药/买/。,
gen-00631,A,你比大家更认真。,你/大家/认真/更/。,
gen-00632,A,下午她在家喝了牛奶，很高兴。,下午/她/家/牛奶/喝/很高兴/。,
gen-00633,A,学生比护士更忙。,学生/护士/忙/更/。,
gen-00634,A,大家在银行讨论了消息。,银行/大家/消息/讨论/。,
gen-00635,A,同事昨天吃了面包。,同事/面包/吃/昨天/。,
gen-00636,A,医生买了两本书。,医生/两/本/书/买/。,
gen-00637,A,早上朋友在银行看了消息，很久。,早上/朋友/银行/消息/看/很久/。,
gen-00638,A,晚上她在银行讨论了故事，很快。,晚上/她/银行/故事/讨论/很快/。,
gen-00639,A,早上你讨论了问题。,早上/你/问题/讨论/。,
gen-00640,A,朋友准备了晚饭。,朋友/晚饭/准备/。,
gen-00641,A,学生上周带了手机。,学生/手机/带/上周/。,
gen-00642,A,朋友晚上带了照片。,朋友/照片/带/晚上/。,
gen-00643,A,孩子没有去深圳。,孩子/深圳/去/没有/。,
gen-00644,A,我在宿舍讨论了消息。,宿舍/我/消息/讨论/。,
gen-00645,A,护士不休息。,护士/休息/不/。,
gen-00646,A,老师没有讨论问题。,老师/问题/讨论/没有/。,
gen-00647,A,上周他们做了早饭。,上周/他们/早饭/做/。,
gen-00648,A,护士没准备计划。,护士/计划/准备/没/。,
gen-00649,A,朋友找没找办法？,朋友/办法/找/问/。,
gen-00650,A,孩子比大家更高。,孩子/大家/高/更/。,
gen-00651,A,中午护士在上海买了火车票，已经。,中午/护士/上海/火车票/买/已经/。,
